-BEGIN HEADER-,,,,,,,,,,,
2022,6,23,4.9,6.29,0.53,403.02,95.3,122.17,12.57,0.37,1.86
2022,6,24,3.58,6.3,0.39,413.73,70.74,123.38,10.02,0.3,1.58
2022,6,25,4.05,6.35,0.44,410.24,78.92,123.33,10.88,0.31,1.59
2022,6,26,4.3,6.37,0.47,406.38,83.88,123.72,11.38,0.33,1.66
2022,6,27,4.41,6.16,0.48,406.77,85.3,118.33,11.36,0.33,1.65
2022,6,28,4.5,6.29,0.49,410.52,87.62,121.97,11.87,0.34,1.76
2022,6,29,4.82,6.27,0.52,406.95,93.76,121.65,12.34,0.34,1.73
2022,6,30,4,6.29,0.44,410.79,77.87,121.48,10.74,0.32,1.62
2022,7,1,4.25,6.37,0.46,412.45,82.81,124.43,11.45,0.34,1.73
2022,7,2,5.55,6.35,0.6,405.28,109.06,124.38,14.23,0.41,2.08
2022,7,3,5.04,6.28,0.55,407.16,98,122.34,13.01,0.38,1.92
2022,7,4,4.49,6.2,0.48,411.33,87.55,120.93,11.75,0.34,1.73
2022,7,5,5.67,6.3,0.62,402.42,110.52,122.55,14.22,0.41,2.13
2022,7,6,5.67,6.44,0.62,400,110.41,125.34,14.26,0.41,2.07
2022,7,7,4.67,6.35,0.51,412.69,91.58,124.13,12.31,0.35,1.81
2022,7,8,5.05,6.36,0.55,412.74,98.9,124.57,13.26,0.38,1.98
2022,7,9,4.18,6.33,0.45,418.11,82.19,124.45,11.38,0.34,1.71
2022,7,10,4.22,6.17,0.45,416.32,83.01,121.05,11.15,0.32,1.6
2022,7,11,5.41,6.41,0.59,407.08,105.82,125.07,13.9,0.39,1.99
2022,7,12,5.08,6.32,0.55,404.03,99.04,122.69,13.01,0.38,1.95
2022,7,13,4.44,6.29,0.48,410.23,86.55,122.37,11.73,0.35,1.79
2022,7,14,5.47,6.31,0.59,410.7,106.94,123.34,14.02,0.41,2.11
2022,7,15,5.44,6.31,0.59,408.8,106.75,123.59,13.99,0.41,2.09
2022,7,16,6.05,6.4,0.65,402.09,118.15,124.89,15.16,0.43,2.26
2022,7,17,6.03,6.44,0.65,400.59,117.62,125.18,15.12,0.44,2.27
2022,7,18,5.81,6.49,0.62,401.13,112.79,125.81,14.64,0.41,2.09
2022,7,19,3.38,6.44,0.36,413.31,65.53,124.57,9.18,0.27,1.38
2022,7,20,3.88,6.44,0.41,412.94,76.07,125.58,10.65,0.32,1.62
2022,7,21,5.01,6.3,0.53,412.29,98,122.79,12.91,0.37,1.87
2022,7,22,3.89,6.28,0.41,419.26,77.15,122.92,10.59,0.31,1.6
2022,7,23,4.38,6.17,0.46,414.51,84.77,119.73,11.34,0.33,1.66
2022,7,24,4.09,6.11,0.43,413.38,79.34,118.07,10.68,0.3,1.55
2022,7,25,3.47,6.26,0.37,415.83,67.1,120.65,9.26,0.28,1.45
2022,7,26,4.26,6.42,0.45,407.09,83.01,124.33,11.25,0.32,1.62
2022,7,27,3.34,6.39,0.35,416.2,65.54,123.82,9.27,0.28,1.45
2022,7,28,5.33,6.47,0.56,404.04,103.82,125.85,13.72,0.41,2.12
2022,7,29,5.01,6.35,0.52,409.27,96.2,120.9,12.49,0.37,1.88
2022,7,30,5.22,6.37,0.55,411.05,100.55,122.3,13.07,0.38,1.93
2022,7,31,5.54,6.32,0.58,397.84,106.13,120.67,13.47,0.38,1.96
2022,8,1,3.64,6.49,0.38,407.69,70.7,126.3,9.87,0.3,1.49
2022,8,2,3.52,6.29,0.37,413.09,67.82,121.14,9.34,0.27,1.36
2022,8,3,4.5,6.46,0.47,410.16,87.66,125.64,11.83,0.34,1.75
2022,8,4,4.86,6.44,0.51,402.65,94.65,124.73,12.55,0.37,1.88
2022,8,5,5.24,6.61,0.55,407.02,101.63,128.07,13.52,0.41,2.09
2022,8,6,5.13,6.73,0.53,406.93,99.73,130.94,13.36,0.39,2.02
2022,8,7,5.68,6.76,0.59,401.92,110.51,130.89,14.53,0.41,2.15
2022,8,8,5.46,6.84,0.56,407.03,106.57,132.75,14.24,0.41,2.16
2022,8,9,6.17,6.77,0.63,403.22,120.23,131.34,15.49,0.44,2.27
2022,8,10,5.48,6.77,0.56,402.33,106.16,130.42,14.01,0.41,2.09
2022,8,11,4.08,6.56,0.42,411.89,78.96,125.77,10.67,0.31,1.56
2022,8,12,4.37,6.35,0.45,415.7,84.47,121.43,11.12,0.33,1.68
2022,8,13,2.82,6.39,0.29,412.48,55.52,122.44,7.59,0.21,1.09
2022,8,14,5.46,6.59,0.55,403.14,104.65,125.55,13.57,0.39,2.03
2022,8,15,6.23,6.93,0.63,397.08,121.83,134.42,15.86,0.45,2.36
2022,8,16,5.74,6.77,0.59,402.41,112.33,131.4,14.69,0.43,-999
2022,8,17,5.27,6.73,0.54,413.66,103.77,131.5,13.91,0.41,2.17
2022,8,18,6.38,6.82,0.65,402.35,125.28,132.82,16.2,0.45,2.27
2022,8,19,3.64,6.25,0.37,410.16,69.72,118.48,8.91,0.24,1.22
2022,8,20,1.32,6.2,0.13,423.41,27.02,116.7,3.85,0.11,0.55
2022,8,21,3.67,6.49,0.37,421.39,71.39,124.37,9.7,0.29,1.45
2022,8,22,4.51,6.07,0.45,407.85,85.88,113.84,10.65,0.3,1.53
2022,8,23,4.77,5.71,0.48,399.37,88.01,104.36,10.28,0.28,1.45
2022,8,24,3.74,5.61,0.38,418.37,70.57,102.26,8.37,0.24,1.25
2022,8,25,5.67,6.37,0.57,403.74,109.14,121.15,13.69,0.39,2.02
2022,8,26,3.13,6.72,0.31,410.76,61.38,129.77,8.52,0.25,1.27
2022,8,27,4.54,6.75,0.45,405.49,89.09,129.98,11.79,0.34,1.74
2022,8,28,4.25,6.81,0.42,406.72,83.91,131.41,11.38,0.35,1.81
2022,8,29,5.65,6.68,0.56,408.34,109.15,127.66,14.08,0.41,2.11
2022,8,30,3.49,6.46,0.34,413,67.77,122.36,9.12,0.27,1.33
2022,8,31,5.53,6.54,0.55,407.92,105.86,123.64,13.45,0.38,1.94
2022,9,1,5.29,6.59,0.52,411.92,101.41,124.02,12.95,0.37,1.9
2022,9,2,5.41,6.55,0.54,411.34,105.16,125,13.55,0.4,2.11
2022,9,3,3.54,6.43,0.35,417.79,69.6,122.05,9.3,0.28,1.45
2022,9,4,2.94,5.85,0.29,415.95,56.6,106.88,7.1,0.2,0.99
2022,9,5,3.04,5.72,0.3,421.45,57.59,103.38,7.15,0.2,1.05
2022,9,6,4.35,6.05,0.43,413.31,82.9,111.59,10.34,0.3,1.59
2022,9,7,5.48,6.58,0.54,407.05,105.37,124.91,13.59,0.39,2.05
2022,9,8,5.72,6.94,0.56,409.3,111.82,133.97,14.79,0.45,2.32
2022,9,9,6.4,7.11,0.62,406.38,126.13,138.55,16.58,0.5,2.6
2022,9,10,5.34,7.05,0.52,409.32,104.4,135.69,14.05,0.42,2.2
2022,9,11,6.4,7.17,0.62,396.42,123.83,137.34,16.06,0.46,2.37
2022,9,12,3.86,6.96,0.38,411.64,76.09,133.98,10.61,0.31,1.59
2022,9,13,6.16,6.91,0.6,402.9,120.2,132.98,15.61,0.45,2.35
2022,9,14,6.6,6.92,0.64,400,128.46,133.12,16.37,0.46,2.39
2022,9,15,5.78,6.93,0.56,406.45,112.92,133.38,14.77,0.43,2.2
2022,9,16,2.52,6.96,0.24,414.35,50,133.12,7.31,0.22,1.11
2022,9,17,5.05,6.65,0.49,411.2,97.55,126.44,12.66,0.37,1.89
2022,9,18,5.8,6.68,0.56,409.04,111.78,127.05,14.25,0.4,2.08
2022,9,19,5.82,6.84,0.56,404.47,111.57,129.87,14.34,0.41,2.09
2022,9,20,5.57,7.05,0.54,402.73,108.47,135.61,14.36,0.42,2.2
2022,9,21,6.04,7.2,0.59,400.26,116.85,138.05,15.45,0.45,2.31
2022,9,22,6.68,7.23,0.65,396.64,129.21,138.12,16.71,0.48,2.48
2022,9,23,6.42,7.16,0.62,401.84,124.89,137.41,16.16,0.46,2.38
2022,9,24,5.75,7.08,0.55,407.26,111.12,135.54,14.66,0.43,2.2
2022,9,25,4.5,7.17,0.44,405.81,86.86,135.87,11.91,0.36,1.86
2022,9,26,6.45,7.04,0.62,399.42,124.15,133.76,15.91,0.46,2.41
2022,9,27,6.76,6.89,0.66,398.7,129.96,131.14,16.37,0.46,2.42
2022,9,28,6.2,6.94,0.6,406.32,119.61,132.38,15.35,0.45,2.29
2022,9,29,6.56,7.07,0.63,399.7,126.86,135.09,16.26,0.45,2.38
2022,9,30,6.03,7.06,0.58,406.21,116.36,134.62,15.14,0.44,2.27
2022,10,1,1.74,6.88,0.16,409.27,35.04,130.91,4.94,0.12,0.63
2022,10,2,4.09,7.07,0.39,410.36,79.61,135.41,11.09,0.33,1.68
2022,10,3,6.82,7.13,0.66,401.6,132.84,137.09,16.96,0.47,2.42
2022,10,4,7,7.16,0.67,392.86,136.71,138.22,17.45,0.49,2.55
2022,10,5,6.38,7.15,0.62,400.22,123.95,137.55,16.12,0.46,2.38
2022,10,6,6.49,6.97,0.62,399.56,125.29,133.04,15.95,0.45,2.3
2022,10,7,6.89,7.18,0.66,400.47,134.18,138.15,17.2,0.48,2.51
2022,10,8,6.14,7.03,0.59,405.69,118.68,134.62,15.33,0.44,2.27
2022,10,9,4.72,7.08,0.45,415.13,91.47,135.12,12.41,0.36,1.85
2022,10,10,4.15,6.92,0.4,416.67,81.02,131.76,10.98,0.31,1.59
2022,10,11,4.65,6.62,0.45,415.2,90.22,126.29,11.66,0.33,1.67
2022,10,12,4.28,6.94,0.41,410.55,83.41,133.45,11.4,0.34,1.78
2022,10,13,5.98,6.83,0.58,404.62,115.7,130.98,14.71,0.42,2.16
2022,10,14,4.39,6.9,0.42,419,86.58,133.26,11.71,0.37,1.91
2022,10,15,2.81,6.81,0.27,418.55,56.13,131.06,7.88,0.24,1.23
2022,10,16,4.17,6.95,0.41,415.14,83.21,135.22,11.45,0.34,1.78
2022,10,17,3.62,6.93,0.35,412.11,71.84,134.4,9.85,0.3,1.5
2022,10,18,6.34,7.09,0.61,410.2,125.2,138.33,16.31,0.47,2.45
2022,10,19,3.53,7.07,0.34,416.61,70.06,138.62,10.12,0.29,1.48
2022,10,20,5.27,6.91,0.51,411.26,104.09,134.56,13.86,0.41,2.09
2022,10,21,4.6,6.99,0.45,412.31,90.56,136.65,12.47,0.37,1.88
2022,10,22,5.62,6.88,0.55,413.21,110.52,133.32,14.53,0.45,2.35
2022,10,23,3.59,6.88,0.34,414.89,70.73,132.8,9.66,0.3,1.55
2022,10,24,2.56,6.71,0.25,416.58,51.39,128.99,7.05,0.2,0.98
2022,10,25,5.24,6.68,0.51,414.04,101.27,128.24,13.09,0.39,1.99
2022,10,26,4.67,6.74,0.45,411.73,91.55,129.96,12.09,0.36,1.87
2022,10,27,6.43,6.92,0.62,404.99,125.55,134.23,16.07,0.46,2.41
2022,10,28,2.34,6.83,0.23,414.02,46.79,131.66,6.71,0.2,1.04
2022,10,29,2.36,6.82,0.23,411.73,46.85,131.85,6.77,0.2,0.98
2022,10,30,5.77,6.89,0.56,411.34,113.71,134.39,14.88,0.42,2.2
2022,10,31,6.21,6.86,0.6,404.71,121.48,133.17,15.59,0.44,2.27
2022,11,1,3.68,6.53,0.36,412.21,71.51,124.87,9.41,0.29,1.48
2022,11,2,2.23,6.73,0.22,416.38,45.16,129.5,6.49,0.2,1
2022,11,3,3.05,6.68,0.3,417.83,60.2,128.38,8.49,0.27,1.34
2022,11,4,4.11,6.43,0.4,421.45,80.11,122.14,10.36,0.31,1.62
2022,11,5,5.58,6.44,0.55,412.37,107.09,122.48,13.33,0.39,2.04
2022,11,6,6.03,6.75,0.59,407.9,116.88,130.18,14.92,0.44,2.3
2022,11,7,1.03,6.72,0.1,419.14,21.37,129.7,3.12,0.09,0.45
2022,11,8,5.38,6.93,0.53,409.02,104.95,134.86,13.98,0.43,2.22
2022,11,9,2.62,6.8,0.26,418.91,52.19,131.38,7.39,0.23,1.16
2022,11,10,5.98,6.77,0.59,408.32,116.68,130.65,15.04,0.45,2.36
2022,11,11,3.93,6.87,0.38,415.67,77.13,133.13,10.52,0.33,1.72
2022,11,12,6.39,6.94,0.63,402.87,125.34,135.41,16.29,0.49,2.6
2022,11,13,3.72,6.83,0.37,412.59,73.46,132.96,10.23,0.32,1.64
2022,11,14,5.77,6.74,0.57,405.18,112.41,130.89,14.61,0.44,2.28
2022,11,15,2.76,6.57,0.27,410.34,53.65,125.19,7.22,0.21,1.08
2022,11,16,4.24,6.5,0.42,413.21,81.8,124.09,10.9,0.34,1.71
2022,11,17,2.21,6.57,0.22,413.52,43.62,126.04,6.14,0.19,0.96
2022,11,18,5.37,6.72,0.53,413.78,104.41,130.26,13.73,0.42,2.21
2022,11,19,5.8,6.87,0.58,415.95,113.8,133.83,14.91,0.45,2.4
2022,11,20,5.38,6.85,0.53,416.37,105.63,133.94,14.13,0.44,2.32
2022,11,21,4.24,6.75,0.42,420.52,83.32,131.6,11.42,0.37,1.91
2022,11,22,4.64,6.63,0.46,413.56,90.18,128.74,12,0.37,1.91
2022,11,23,2.03,6.79,0.2,409.65,40.91,131.98,6.1,0.2,1
2022,11,24,5.95,6.74,0.59,403.88,116.11,130.7,15.1,0.46,2.43
2022,11,25,6.16,6.83,0.62,407.1,120.2,132.87,15.48,0.46,2.42
2022,11,26,1.31,6.89,0.13,414.16,26.95,135.26,4.08,0.12,0.59
2022,11,27,5.54,6.82,0.55,412,108.49,133.52,14.45,0.45,2.32
2022,11,28,3.41,6.87,0.34,408.76,67.16,134.6,9.72,0.3,1.54
2022,11,29,6.2,6.85,0.62,403.33,122.45,134.62,15.98,0.48,2.52
2022,11,30,5.32,6.78,0.53,407.59,104.82,133.22,14.06,0.42,2.18
2022,12,1,5.43,6.82,0.55,413.98,107.88,134.36,14.36,0.43,2.27
2022,12,2,4.64,6.56,0.46,411.71,90.32,126.7,12.16,0.38,1.98
2022,12,3,2.53,6.6,0.26,417.11,51.09,128.34,7.5,0.24,1.26
2022,12,4,5.44,6.73,0.55,402.77,106.77,131.41,14.13,0.45,2.35
2022,12,5,6.09,6.8,0.61,394.62,118.8,132.09,15.45,0.51,2.74
2022,12,6,3.69,6.66,0.37,409.98,72.36,129.62,9.88,0.35,1.85
2022,12,7,4.51,6.68,0.45,417.36,88.27,130.51,12.1,0.42,2.23
2022,12,8,3.9,6.65,0.39,408.01,76.14,129.44,10.63,0.34,1.8
2022,12,9,5.9,6.75,0.59,402.98,115.36,131.8,15.14,0.48,2.62
2022,12,10,4.59,6.69,0.46,407.02,89.32,129.57,12.17,0.41,2.09
2022,12,11,5.99,6.73,0.6,402.98,116.86,130.83,15.12,0.49,2.65
2022,12,12,3.08,6.75,0.31,408.99,60.79,132.18,8.7,0.28,1.48
2022,12,13,5.5,6.7,0.55,409.07,107.44,130.63,14.3,0.45,2.38
2022,12,14,5.03,6.64,0.51,402.09,97.54,128.95,12.97,0.41,2.09
2022,12,15,5.66,6.83,0.57,407.38,110.51,132.97,14.56,0.46,2.44
2022,12,16,5.57,6.76,0.56,409.02,108.51,131.96,14.32,0.46,2.41
2022,12,17,5.66,6.8,0.57,405.95,110.71,133.15,14.62,0.47,2.49
2022,12,18,1.62,6.7,0.16,412.41,33.02,130.91,5,0.17,0.89
2022,12,19,5.5,6.67,0.55,410.71,108.16,130.55,14.3,0.46,2.46
2022,12,20,4.97,6.67,0.5,410.98,97.33,130.66,13.09,0.42,2.22
2022,12,21,3.32,6.47,0.34,412.68,65.16,125.38,9.05,0.31,1.63
2022,12,22,5.68,6.63,0.57,409.35,112.01,130.1,14.66,0.48,2.59
2022,12,23,5.25,6.79,0.53,410.34,103.72,133.28,13.95,0.45,2.44
2022,12,24,4.9,6.85,0.49,411.4,96.85,135.11,13.12,0.42,2.24
2022,12,25,6,6.94,0.6,409.45,117.5,135.52,15.46,0.49,2.65
2022,12,26,5.7,6.82,0.57,411.21,111.05,133.56,14.73,0.48,2.51
2022,12,27,4.22,6.7,0.42,419.29,82.62,131.16,11.49,0.39,2.07
2022,12,28,5.98,6.7,0.6,405.73,117.42,131.16,15.3,0.47,2.52
2022,12,29,4.88,6.73,0.49,410.97,95.95,131.73,13.02,0.41,2.21
2022,12,30,5.4,6.64,0.54,403.98,105.31,129.74,13.87,0.45,2.38
2022,12,31,4.09,6.7,0.41,409.52,79.5,130.71,11.02,0.37,1.95
2023,1,1,4.2,6.73,0.42,411.11,83.42,132.09,11.63,0.4,2.09
2023,1,2,4.44,6.66,0.45,409.05,87.38,129.98,11.98,0.41,2.16
2023,1,3,4.21,6.72,0.42,412.27,83.55,131.52,11.54,0.39,2.05
2023,1,4,5.52,6.78,0.55,409.95,108.91,132.97,14.48,0.49,2.62
2023,1,5,5.23,6.71,0.52,412.4,102.97,131.22,13.73,0.46,2.43
2023,1,6,4.52,6.7,0.45,413.99,88.97,131,12.14,0.43,2.32
2023,1,7,3.45,6.8,0.34,413.42,68.59,133.45,9.84,0.35,1.88
2023,1,8,5.58,6.85,0.55,403.54,109.47,134.05,14.58,0.51,2.77
2023,1,9,4.9,6.81,0.49,406.08,96.59,132.83,12.96,0.45,2.46
2023,1,10,5.45,6.8,0.54,409.38,107.1,132.95,14.22,0.5,2.77
2023,1,11,6.13,6.8,0.61,403.38,120.61,133.29,15.66,0.52,2.88
2023,1,12,3.84,6.74,0.38,413.65,76.27,131.6,10.69,0.38,1.96
2023,1,13,5.03,6.79,0.5,408.82,98.7,132.48,13.22,0.45,2.45
2023,1,14,3.71,6.64,0.37,410.05,72.79,129.67,10.2,0.35,1.86
2023,1,15,4.84,6.62,0.48,410.02,95.18,129.24,12.8,0.45,2.4
2023,1,16,4.31,6.85,0.43,411.26,85.16,134.41,11.87,0.42,2.29
2023,1,17,2.05,7,0.2,407.8,41.67,137.54,6.34,0.23,1.2
2023,1,18,5.5,6.81,0.55,397.46,107.47,132.84,14.18,0.48,2.54
2023,1,19,4.8,6.92,0.48,408.21,94.95,135.52,12.91,0.45,2.48
2023,1,20,4.09,6.81,0.41,408.15,80.75,132.45,11.13,0.39,2.06
2023,1,21,5.26,6.94,0.52,409.69,103.38,135.6,13.88,0.48,2.6
2023,1,22,5.02,6.92,0.49,410.95,99.35,136,13.43,0.48,2.6
2023,1,23,1.62,6.87,0.16,412.24,33.34,134.57,4.94,0.16,0.87
2023,1,24,5.4,6.71,0.53,407.31,105.33,130.05,13.74,0.48,2.67
2023,1,25,6.07,6.96,0.59,403.2,119.6,136.17,15.6,0.54,3.01
2023,1,26,5.98,7.06,0.59,407.7,118.52,139.03,15.68,0.54,3.01
2023,1,27,5.11,6.97,0.5,413.69,101.35,136.77,13.7,0.47,2.52
2023,1,28,4.93,6.98,0.48,418.3,97.23,137.2,13.37,0.48,2.59
2023,1,29,3.8,6.89,0.37,417.58,75.54,134,10.48,0.38,2.09
2023,1,30,3.86,6.84,0.38,414.14,76.2,132.84,10.62,0.4,2.15
2023,1,31,3.62,6.89,0.35,414.77,71.4,133.8,10.09,0.38,2.03
2023,2,1,5.17,6.97,0.5,410.11,101.81,135.57,13.62,0.49,2.73
2023,2,2,2.72,7.06,0.27,416.28,55.26,137.74,8.16,0.3,1.66
2023,2,3,3.86,7.12,0.38,417.66,76.37,139.66,10.89,0.42,2.29
2023,2,4,4.42,6.96,0.43,413.41,86.88,135.89,11.84,0.44,2.38
2023,2,5,4.49,6.98,0.44,416.33,88.73,136.59,12.15,0.45,2.45
2023,2,6,5.34,7.02,0.52,416.12,105.45,137.67,14.1,0.5,2.77
2023,2,7,5.25,7.07,0.51,416.35,103.8,138.5,14.05,0.52,2.83
2023,2,8,3.6,7.05,0.34,418.38,72.59,138.65,10.23,0.39,2.14
2023,2,9,5.02,7.09,0.48,419.19,99.74,139.08,13.7,0.52,2.84
2023,2,10,4.34,7,0.41,417.48,86.48,137.3,11.91,0.45,2.49
2023,2,11,5.36,7.1,0.52,414.28,106.04,138.94,14.34,0.52,2.88
2023,2,12,4.39,6.98,0.42,413.72,87.43,136.75,11.77,0.43,2.34
2023,2,13,4.93,7.08,0.48,414.95,98.18,139.23,13.52,0.52,2.88
2023,2,14,4.9,7.14,0.47,415.21,97.6,140.43,13.54,0.53,3.02
2023,2,15,3.63,7.23,0.35,417.37,72.95,142.77,10.25,0.42,2.38
2023,2,16,5.09,7.12,0.48,417.91,100.96,139.59,13.8,0.54,3.07
2023,2,17,4.04,6.73,0.38,414.2,79.53,129.46,10.71,0.4,2.2
2023,2,18,4.97,7.12,0.48,411.89,98.3,138.8,13.34,0.49,2.71
2023,2,19,4.32,7.09,0.41,416.08,85.55,137.83,11.88,0.46,2.54
2023,2,20,2.77,7.08,0.27,417.31,56.76,138.38,8.34,0.32,1.77
2023,2,21,4.54,7.02,0.43,414.44,90.27,136.7,12.36,0.46,2.55
2023,2,22,4.06,7.12,0.38,416.43,81.5,139.08,11.48,0.46,2.58
2023,2,23,5.04,7.09,0.48,413.88,99.03,137.35,13.4,0.52,2.93
2023,2,24,3.29,7.18,0.31,419.24,65.92,140.73,9.63,0.38,2.11
2023,2,25,5.94,7.03,0.56,412.91,117.24,136.81,15.37,0.57,3.25
2023,2,26,4.77,7.02,0.45,414.29,93.59,137.03,12.7,0.47,2.58
2023,2,27,3,7.04,0.28,417.42,60.35,137.38,8.76,0.34,1.9
2023,2,28,4.14,7.08,0.39,416.42,82.73,138.69,11.45,0.45,2.55
2023,3,1,4.32,6.99,0.41,415.37,85.95,136.13,11.66,0.46,2.61
2023,3,2,5.71,7.09,0.54,408.34,113.17,138.71,14.93,0.57,3.29
2023,3,3,6.32,7.22,0.6,411.27,125.99,142.07,16.55,0.63,3.71
2023,3,4,4.84,7.13,0.46,415.77,95.72,139.69,13.21,0.52,2.92
2023,3,5,5.07,6.98,0.48,415.59,99.82,135.86,13.48,0.52,2.91
2023,3,6,5.2,7,0.49,411.39,102.76,136.19,13.79,0.52,2.93
2023,3,7,4.56,7.02,0.43,413.22,89.84,136.83,12.25,0.46,2.57
2023,3,8,4.31,7.08,0.41,417.85,86.23,138.47,11.98,0.48,2.69
2023,3,9,4.05,7.01,0.38,414.12,81.12,136.93,11,0.42,2.33
2023,3,10,3.21,6.96,0.3,414.36,64.26,134.85,8.93,0.33,1.84
2023,3,11,3.25,7.22,0.3,412.76,65.76,141.33,9.51,0.38,2.09
2023,3,12,1.43,7.09,0.13,413.5,29.98,138.58,4.52,0.17,0.95
2023,3,13,5.39,6.98,0.52,404.51,105.76,135.51,13.95,0.53,3.01
2023,3,14,5.82,7.26,0.55,405.49,113.56,140.52,15.03,0.55,3.09
2023,3,15,5.12,7.38,0.48,408.95,100.13,143.12,13.83,0.53,2.95
2023,3,16,6.31,7.1,0.6,404.03,123.93,137.94,16.11,0.6,3.48
2023,3,17,3.24,7.13,0.31,407.18,65.07,137.74,9.32,0.35,1.91
2023,3,18,6.74,7.31,0.64,400.98,133.34,142.99,17.51,0.66,3.76
2023,3,19,4.78,7.12,0.45,413.66,94.09,137.88,12.8,0.48,2.71
2023,3,20,6.04,7.16,0.58,408.77,119.04,139.65,15.82,0.58,3.31
2023,3,21,6.07,7.18,0.58,409.78,119.34,139.43,15.72,0.57,3.23
2023,3,22,5.39,7.03,0.52,406.89,105.1,135.88,14.03,0.52,2.84
2023,3,23,4.92,6.94,0.47,409.5,96.12,132.98,12.66,0.46,2.55
2023,3,24,5.54,6.99,0.53,403.24,107.31,134.23,14.01,0.52,2.92
2023,3,25,3.58,7.06,0.34,414.31,70.58,135.65,9.81,0.39,2.19
2023,3,26,4.88,6.98,0.47,410.98,95.91,134.93,12.95,0.48,2.7
2023,3,27,3.56,6.99,0.34,412.18,71.31,135.56,9.88,0.37,2.04
2023,3,28,4.49,6.87,0.43,419.01,88.8,133.22,12.04,0.47,2.65
2023,3,29,3.22,6.99,0.31,418.66,65.11,136.26,9.26,0.37,2.02
2023,3,30,5.12,7.02,0.49,414.97,101.36,136.9,13.61,0.52,2.96
2023,3,31,3.96,7.15,0.38,414.14,79.1,140.36,11.36,0.46,2.59
